[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
but || you || 😀,but || you || 😀,3,1,"[3, 1, 1]","[3, 2, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || 😀,but || you || 😀,3,1,"[3, 1, 1]","[3, 2, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || 😀,but || you || 😀,3,1,"[3, 1, 1]","[3, 2, 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || 😀 || 🌈 || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀 || 🌈 || 😀,6,1,"[1, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[2, 3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",63,"[1, 12]","[1, 8]",😀,5,0,,,,,,,you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
1 || 😫,1 || 😫,2,1,"[1, 1]","[1, 1]",,,1,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
1 || 😫,1 || 😫,2,1,"[1, 1]","[1, 1]",,,1,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
:-(,:-(,1,2,2,2,,,2,,3333,[15],:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.7249999999999999]",23,"[0, 16]","[0, 12]",(,5,2,,,,,,,not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
:-(,:-(,1,2,2,2,,,2,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
. || :-(,. || :-(,2,1,"[1, 1]","[1, 1]",,,1,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
. || :-(,. || :-(,2,1,"[1, 1]","[1, 1]",,,1,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
glad,glad,1,1,1,1,,,1,,2222,[5],glad,gla^7d,glad,NN,"[""neutral"", 0.0]",11,"[0, 0]","[0, 0]",a,7,2,,,,,,,,,,,,,,,,
you || 😀 || 🌈,you || 😀 || 🌈,3,1,"[1, 1, 1]","[2, 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈,you || 😀 || 🌈,3,1,"[1, 1, 1]","[2, 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈,you || 😀 || 🌈,3,1,"[1, 1, 1]","[2, 1, 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || 😀 || 🌈,you || 😀 || 🌈,3,1,"[1, 1, 1]","[2, 1, 1]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
