[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
for || me || . || :-(,for || me || . || :-(,4,1,"[0, 0, 1, 1]","[0, 0, 1, 1]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
😀,😀,1,5,4,4,,,4,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",63,"[1, 12]","[1, 8]",😀,5,0,,,,,,,you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀,😀,1,5,4,4,,,4,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀,😀,1,5,4,4,,,4,,7777,[19],😀,😀^5,😀,EMOIMG,"[""positive"", 0.27]",71,"[0, 18]","[0, 16]",😀,5,0,,,,,,,realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]"
😀,😀,1,5,4,4,,,4,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",you,y^6ou,you,NN,"[""neutral"", 0.0]",40,"[3, 2]","[3, 1]",y,6,0,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",you,yo^6u,you,NN,"[""neutral"", 0.0]",41,"[3, 3]","[3, 1]",o,6,1,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",but,b^6ut,but,FW,"[""neutral"", 0.0]",42,"[3, 4]","[3, 2]",b,6,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",43,"[3, 5]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",but,b^5ut^4,but,FW,"[""neutral"", 0.0]",44,"[3, 5]","[3, 2]",t,4,2,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",45,"[3, 6]","[3, 2]",b,5,0,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,5555,"[8, 2, 11, 4]",but,b^5u^5t,but,FW,"[""neutral"", 0.0]",46,"[3, 6]","[3, 2]",u,5,1,"[3, 2]",10,"[3, 4]","[3, 2]","{""b^6ut"": 1, ""b^5ut^4"": 1, ""b^5u^5t"": 1}",3,😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]",you,"[""NN"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but,you || but,2,2,"[4, 6]","[4, 8]","[2, 2]","[4, 6]",,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,bad^5,bad,JJ,"[""negative"", -0.7249999999999999]",14,"[0, 1]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",15,"[0, 3]","[0, 1]",b,7,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,b^7a^6d,bad,JJ,"[""negative"", -0.7249999999999999]",16,"[0, 3]","[0, 1]",a,6,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",17,"[0, 4]","[0, 1]",b,4,0,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",18,"[0, 4]","[0, 1]",a,4,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,b^4a^4d^5,bad,JJ,"[""negative"", -0.7249999999999999]",19,"[0, 4]","[0, 1]",d,5,2,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
"bad || news || , || which || we","bad || news || , || which || we",5,1,"[4, 0, 0, 0, 0]","[7, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[5, 0, 0, 0, 0]",,,3333,[15],bad,ba^7d,bad,JJ,"[""negative"", -0.7249999999999999]",20,"[0, 5]","[0, 1]",a,7,1,"[0, 1]",3,"[0, 1]","[0, 1]","{""bad"": 1, ""ba^7d"": 1, ""bad^5"": 1, ""b^4a^4d^5"": 1, ""b^7a^6d"": 1}",5,,,,,,,,,a,"[""DT"", null, ""a""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
very || pity || for || me || . || :-(,veri || piti || for || me || . || :-(,6,1,"[2, 2, 0, 0, 1, 1]","[4, 4, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 0]",,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
. || right || ? || what,. || right || ? || what,4,1,"[0, 1, 0, 0]","[0, 1, 0, 0]",,,,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",36,"[3, 0]","[3, 0]",u,4,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",37,"[3, 0]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",38,"[3, 1]","[3, 0]",u,5,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",39,"[3, 1]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",you,y^6ou,you,NN,"[""neutral"", 0.0]",40,"[3, 2]","[3, 1]",y,6,0,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,5555,"[8, 2, 11, 4]",you,yo^6u,you,NN,"[""neutral"", 0.0]",41,"[3, 3]","[3, 1]",o,6,1,"[3, 1]",9,"[3, 2]","[3, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t^4"": 1, ""b^5u^4t^4"": 1}, ""but""]"
. || but || you,. || but || you,3,2,"[0, 4, 4]","[0, 7, 4]","[0, 2, 2]","[0, 4, 4]",,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
